sequence,x_pri,y_pri,z_pri,rng_pri,x_sec,y_sec,z_sec,rng_sec,pri_coarse,pri_fine,sec_coarse,sec_fine
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
0,7,4,4,0,63276,2345,137,0,411218612,469,411218612,469
